CustomerID,LastTransactionDate,DaysSinceLastTransaction,Status,TransactionCount,TotalSpent
16457,2011-05-05,218,Churned,9.0,208.36
15552,2011-05-06,217,Churned,17.0,90.12
13213,2011-10-14,56,Active,90.0,1520.5800000000004
13283,2011-10-11,59,Active,7.0,93.66
17731,2011-09-21,79,Active,67.0,1240.11
15313,2011-08-21,110,One-Time Customer,1.0,52.0
16956,2011-11-22,17,Active,16.0,308.74
16770,2011-10-13,57,Active,145.0,770.1000000000006
17059,2011-11-10,29,Active,516.0,3095.0399999999995
14866,2011-11-29,10,Active,99.0,14389.900000000007
17194,2011-03-11,273,Churned,29.0,262.62
16134,2011-11-18,21,Active,35.0,618.0900000000001
12585,2011-04-19,234,Churned,87.0,2040.099999999999
12500,2011-11-16,23,Active,61.0,4257.820000000001
15171,2011-01-12,331,Churned,5.0,1289.5
17730,2011-12-06,3,Active,218.0,5298.479999999997
15812,2011-08-24,107,Churned,41.0,1801.14
15781,2011-11-14,25,Active,20.0,345.4600000000001
16940,2011-10-18,52,Active,305.0,3049.880000000001
14422,2011-12-09,0,Active,222.0,4263.64
14844,2011-10-07,63,Active,130.0,3189.8099999999995
16729,2011-11-01,38,Active,660.0,7239.919999999984
12457,2011-10-04,66,Active,62.0,2363.2299999999996
16637,2011-11-07,32,Active,69.0,1154.4700000000003
12802,2011-06-06,186,Churned,25.0,427.5799999999999
18147,2011-10-25,45,Active,7.0,179.33999999999997
14141,2011-12-07,2,Active,40.0,915.1300000000002
16240,2011-11-15,24,Active,135.0,3718.800000000001
18066,2011-09-25,75,Active,10.0,318.0
17344,2011-10-24,46,Active,32.0,160.56999999999994
18030,2011-12-05,4,Active,9.0,230.64999999999995
17397,2011-11-17,22,Active,92.0,696.4099999999999
13070,2011-05-31,192,Churned,9.0,228.8
13113,2011-12-09,0,Active,200.0,12245.960000000003
16367,2011-11-02,37,Active,130.0,804.4899999999994
15482,2011-11-24,15,Active,98.0,11054.960000000003
17913,2011-10-12,58,Active,59.0,411.6
13104,2011-12-06,3,Active,20.0,1098.48
14224,2011-08-21,110,Churned,118.0,1050.1200000000001
13405,2011-09-26,74,Active,27.0,572.4509999999999
16110,2011-10-25,45,Active,354.0,1337.4800000000016
18250,2011-02-02,310,Churned,21.0,349.27000000000004
16808,2011-09-01,99,Churned,23.0,288.42
14315,2011-10-26,44,Active,101.0,2481.129999999999
17948,2011-07-15,147,One-Time Customer,1.0,358.56000000000006
13877,2011-09-14,86,Active,3.0,117.24000000000001
12936,2011-11-22,17,Active,62.0,1063.9000000000005
16533,2011-11-20,19,Active,177.0,1095.5600000000006
16793,2011-10-13,57,Active,16.0,243.83999999999997
12611,2011-10-18,52,Active,65.0,1193.32
17044,2011-11-14,25,Active,6.0,948.48
14045,2011-08-22,109,Churned,6.0,1659.75
13238,2011-11-22,17,Active,31.0,700.7300000000001
18226,2011-10-26,44,Active,242.0,5228.050000000004
17368,2011-11-16,23,Active,111.0,1912.6700000000008
13656,2011-06-28,164,Churned,49.0,379.65000000000003
12672,2011-01-14,329,Churned,10.0,225.9
17239,2011-01-31,312,Churned,15.0,382.50000000000006
15240,2011-10-26,44,Active,78.0,1706.57
13584,2011-02-06,306,Churned,24.0,142.40000000000003
14367,2011-12-01,8,Active,524.0,9261.520000000006
17783,2011-09-28,72,Active,67.0,283.4699999999997
15230,2011-04-14,239,Churned,23.0,429.6
13227,2011-05-22,201,Churned,9.0,257.7
12704,2011-12-02,7,Active,88.0,2340.84
16836,2011-10-31,39,Active,11.0,251.87
13726,2011-11-01,38,Active,42.0,1079.6600000000003
16017,2011-10-23,47,Active,32.0,211.87999999999994
14756,2011-11-24,15,Active,38.0,738.9599999999998
15438,2011-07-31,131,Churned,25.0,156.57999999999998
15640,2011-12-05,4,Active,484.0,12515.659999999982
14085,2011-12-07,2,Active,450.0,4448.539999999997
17191,2011-11-11,28,Active,237.0,2095.1300000000015
16083,2011-08-31,100,Churned,31.0,1317.6200000000003
13627,2011-10-11,59,Active,92.0,1638.4700000000003
15179,2011-11-21,18,Active,93.0,2206.9500000000003
14623,2011-11-07,32,Active,134.0,889.2499999999999
13339,2011-05-23,200,Churned,54.0,860.1200000000002
13678,2011-07-11,151,Churned,16.0,232.60000000000005
13621,2011-08-15,116,Churned,19.0,213.85
17347,2011-09-14,86,One-Time Customer,1.0,228.96
13979,2011-09-27,73,Active,54.0,869.8700000000001
15526,2011-11-06,33,Active,4.0,148.44
15038,2011-10-12,58,Active,130.0,705.4899999999997
17965,2011-11-02,37,Active,329.0,2622.569999999998
17526,2011-12-05,4,Active,19.0,1195.8999999999999
17338,2011-11-22,17,Active,753.0,6643.929999999995
15222,2011-01-25,318,Churned,5.0,585.0
15967,2011-11-16,23,Active,84.0,418.8299999999999
16407,2011-11-27,12,Active,172.0,2126.9300000000017
17789,2011-03-03,281,Churned,14.0,225.9
13299,2011-03-16,268,Churned,5.0,142.5
16180,2011-08-31,100,Churned,162.0,10254.180000000002
12999,2011-05-27,196,Churned,28.0,455.8799999999999
12463,2011-10-17,53,Active,83.0,1344.7799999999997
18142,2011-07-05,157,Churned,15.0,1019.52
18133,2011-05-11,212,One-Time Customer,1.0,931.4999999999999
17434,2011-12-07,2,Active,134.0,2373.8200000000006
17528,2011-12-08,1,Active,253.0,3628.5000000000014
13954,2011-12-08,1,Active,25.0,439.92
13690,2011-10-11,59,Active,9.0,172.25
16243,2011-11-06,33,Active,51.0,409.09999999999974
13923,2011-10-17,53,Active,20.0,351.13000000000005
17206,2011-10-17,53,Active,7.0,204.24
16936,2011-11-14,25,Active,57.0,262.68
17385,2011-11-25,14,Active,47.0,261.11000000000007
15318,2011-12-06,3,Active,33.0,312.62
16916,2011-11-16,23,Active,143.0,576.2600000000003
15953,2011-11-24,15,Active,98.0,1659.3799999999999
12494,2011-11-24,15,Active,77.0,1246.1000000000006
13317,2011-10-04,66,Active,124.0,2273.679999999999
17343,2010-12-19,355,Churned,17.0,193.63999999999996
15497,2011-11-22,17,Active,15.0,1262.2
16124,2011-01-26,317,Churned,11.0,249.0
12502,2011-09-05,95,Churned,147.0,3723.87
17063,2011-11-18,21,Active,78.0,1461.1399999999996
12849,2011-11-08,31,Active,51.0,1050.8899999999999
17698,2011-03-24,260,Churned,8.0,154.95000000000002
12669,2011-07-12,150,Churned,101.0,2744.0300000000007
13439,2011-03-29,255,Churned,54.0,283.71
13988,2011-11-20,19,Active,234.0,4147.960000000001
15135,2011-04-14,239,Churned,9.0,139.04999999999998
16094,2011-11-28,11,Active,63.0,1078.2299999999998
14704,2011-11-28,11,Active,415.0,1546.9099999999999
12627,2011-11-29,10,Active,230.0,4478.53
13279,2011-09-22,78,Active,9.0,137.75
15113,2011-11-30,9,Active,100.0,3609.330000000001
17197,2011-11-10,29,Active,29.0,1013.01
17924,2011-11-28,11,Active,31.0,2962.5000000000005
15823,2010-12-02,372,One-Time Customer,1.0,15.0
12841,2011-12-05,4,Active,420.0,4022.3499999999967
13652,2011-10-25,45,Active,63.0,1095.08
14733,2011-11-23,16,Active,202.0,9585.909999999998
14176,2011-02-15,297,Churned,31.0,576.9
17076,2011-11-03,36,Active,25.0,841.08
14220,2011-04-06,247,Churned,21.0,632.4
16042,2011-11-17,22,Active,71.0,1197.2700000000002
16419,2011-08-19,112,Churned,51.0,972.2299999999999
15407,2011-11-06,33,Active,153.0,1056.44
17843,2011-02-09,303,Churned,37.0,205.48000000000002
13043,2011-03-11,273,Churned,13.0,516.4200000000001
15212,2011-04-12,241,Churned,5.0,101.79999999999998
13762,2011-05-05,218,Churned,7.0,306.72
12406,2011-11-17,22,Active,105.0,3415.300000000001
18013,2011-07-07,155,Churned,31.0,187.29000000000005
16474,2011-12-02,7,Active,360.0,1871.5000000000025
12390,2011-09-21,79,Active,32.0,549.8399999999999
13853,2011-10-13,57,Active,23.0,1090.14
15977,2011-11-22,17,Active,65.0,1054.7299999999996
15010,2011-11-04,35,Active,20.0,308.94000000000005
14725,2011-11-15,24,Active,52.0,718.08
18257,2011-10-31,39,Active,118.0,2337.6300000000006
13069,2011-12-09,0,Active,425.0,4436.119999999994
14243,2011-12-01,8,Active,141.0,2588.769999999999
14560,2011-12-02,7,Active,74.0,2237.7700000000013
13817,2011-11-10,29,Active,24.0,382.9799999999999
14572,2011-12-06,3,Active,270.0,2832.840000000001
14782,2011-01-24,319,Churned,6.0,200.10000000000002
12823,2011-09-26,74,Active,5.0,1759.5
15724,2011-05-22,201,Churned,11.0,218.25
14740,2011-05-26,197,Churned,89.0,1448.2099999999994
17995,2011-03-03,281,Churned,2.0,76.1
15400,2011-09-08,92,Churned,12.0,716.2
17795,2011-06-13,179,Churned,46.0,350.3899999999999
12564,2011-03-23,261,Churned,21.0,456.9000000000001
14607,2011-11-24,15,Active,86.0,16569.5
14852,2011-10-12,58,Active,143.0,2836.6899999999982
16162,2011-04-01,252,Churned,2.0,37.4
12697,2011-11-11,28,Active,41.0,957.5899999999999
13277,2011-11-24,15,Active,8.0,258.4
13200,2011-11-20,19,Active,46.0,870.09
16429,2011-08-25,106,Churned,2.0,284.55
13727,2011-11-11,28,Active,20.0,333.4800000000001
13449,2011-11-16,23,Active,19.0,291.88
14578,2011-12-06,3,Active,24.0,168.63
17069,2011-11-11,28,Active,143.0,2709.7000000000007
14156,2011-11-30,9,Active,1400.0,117379.6299999998
16353,2011-12-06,3,Active,94.0,6675.709999999997
17026,2011-06-07,185,Churned,4.0,154.82999999999998
14189,2011-12-07,2,Active,265.0,4654.079999999998
14821,2010-12-08,366,Churned,2.0,48.800000000000004
16863,2011-11-08,31,Active,26.0,502.8
17722,2011-09-04,96,Churned,115.0,2424.039999999999
14414,2011-09-09,91,Churned,97.0,1496.9800000000005
12515,2010-12-21,353,Churned,16.0,383.7
17400,2011-08-05,126,Churned,213.0,2129.9600000000023
13158,2011-09-06,94,Churned,79.0,1201.0600000000004
14077,2011-10-30,40,Active,42.0,499.41999999999996
18010,2011-03-28,256,Churned,14.0,174.79999999999998
14920,2011-05-11,212,Churned,57.0,977.77
15280,2011-06-20,172,Churned,16.0,113.12
17408,2011-06-29,163,Churned,2.0,32.65
15920,2011-07-08,154,Churned,60.0,167.49999999999997
15325,2011-08-28,103,Churned,49.0,162.2899999999999
15522,2011-11-07,32,Active,57.0,398.84
14357,2011-10-27,43,Active,41.0,225.77000000000012
17636,2011-11-20,19,Active,20.0,285.56
12784,2011-11-30,9,Active,59.0,574.42
17885,2011-11-27,12,Active,64.0,190.18999999999997
15863,2011-11-14,25,Active,18.0,68.84
16905,2011-12-04,5,Active,208.0,3102.4300000000003
15713,2011-07-19,143,Churned,19.0,356.7
15749,2011-04-18,235,Churned,10.0,44534.3
16938,2011-12-01,8,Active,241.0,2736.3800000000015
14730,2011-12-08,1,Active,501.0,2005.0600000000063
15225,2011-04-19,234,Churned,23.0,409.4000000000001
17410,2011-11-23,16,Active,64.0,1214.7199999999996
14342,2011-11-18,21,Active,21.0,668.5600000000002
13887,2011-05-19,204,Churned,19.0,349.54999999999995
16659,2011-06-03,189,Churned,2.0,39.12
17797,2011-11-17,22,Active,111.0,780.4300000000003
16989,2011-12-02,7,Active,12.0,1133.25
15118,2011-07-28,134,One-Time Customer,1.0,244.8
14024,2011-08-10,121,Churned,16.0,327.7
14250,2011-12-02,7,Active,111.0,1904.0500000000002
13602,2011-10-06,64,Active,23.0,428.88999999999993
17148,2011-10-19,51,Active,9.0,124.88
17221,2011-12-02,7,Active,63.0,335.13
17905,2011-09-29,71,Active,34.0,800.24
17287,2011-11-13,26,Active,124.0,1064.1100000000001
14256,2011-03-24,260,Churned,53.0,969.06
16670,2011-11-23,16,Active,252.0,4095.9000000000024
13004,2011-11-28,11,Active,404.0,5655.91
17800,2011-11-02,37,Active,104.0,1199.01
17672,2011-10-20,50,Active,110.0,3178.17
18087,2011-09-02,98,Churned,2.0,4055.7199999999993
16652,2011-10-12,58,Active,118.0,6773.970000000001
17096,2011-11-24,15,Active,48.0,1022.1300000000003
16906,2011-09-19,81,Active,93.0,579.7700000000002
17550,2011-05-26,197,Churned,42.0,267.16000000000014
13485,2011-04-20,233,Churned,23.0,454.24
14921,2011-11-09,30,Active,78.0,1316.0700000000004
16866,2011-07-22,140,Churned,11.0,207.73999999999998
12635,2011-09-11,89,Active,101.0,1689.18
14918,2011-08-16,115,Churned,45.0,1610.1499999999996
12716,2011-12-06,3,Active,69.0,1053.4899999999996
12610,2011-11-17,22,Active,106.0,2099.540000000001
14406,2011-08-12,119,Churned,8.0,156.75
15888,2011-09-20,80,Active,12.0,168.31
13347,2011-09-30,70,Active,8.0,341.36
13359,2011-10-07,63,Active,23.0,439.55999999999995
17086,2011-12-02,7,Active,96.0,2050.079999999999
15677,2011-10-21,49,Active,33.0,657.23
15551,2011-11-03,36,Active,29.0,436.05999999999995
16569,2011-12-06,3,Active,5.0,124.2
13763,2011-10-07,63,Active,15.0,1714.9599999999998
14047,2011-12-01,8,Active,32.0,1308.61
15916,2011-11-23,16,Active,155.0,1528.0900000000006
17418,2011-10-28,42,Active,30.0,463.4600000000001
14842,2011-10-27,43,Active,145.0,2824.6899999999996
15753,2011-02-08,304,One-Time Customer,1.0,79.2
13292,2011-11-01,38,Active,31.0,578.9399999999999
16712,2011-11-30,9,Active,447.0,3645.4299999999957
16471,2011-03-10,274,Churned,13.0,223.95
14350,2011-03-10,274,Churned,18.0,282.92999999999995
16135,2011-03-22,262,Churned,21.0,517.5499999999998
16788,2011-08-08,123,Churned,155.0,597.4799999999999
16261,2011-11-22,17,Active,124.0,746.8299999999999
16172,2011-09-05,95,Churned,69.0,1140.21
13223,2011-05-23,200,Churned,5.0,163.20000000000002
18146,2011-07-22,140,Churned,10.0,160.35
18227,2011-05-06,217,Churned,5.0,93.75
18120,2011-05-09,214,Churned,17.0,111.14999999999999
18221,2011-11-17,22,Active,64.0,1041.6100000000001
16341,2011-11-15,24,Active,77.0,1971.8700000000003
14034,2011-11-17,22,Active,89.0,651.8200000000002
16968,2011-12-05,4,Active,31.0,439.4300000000001
12536,2011-10-27,43,Active,261.0,12601.830000000005
16759,2011-12-02,7,Active,42.0,789.79
13831,2011-11-23,16,Active,74.0,2202.99
13034,2011-10-16,54,Active,37.0,642.77
15024,2011-11-30,9,Active,155.0,1661.3300000000006
14744,2011-11-23,16,Active,26.0,1099.98
14298,2011-12-01,8,Active,1637.0,51527.299999999974
16899,2011-12-02,7,Active,125.0,1281.5599999999997
13874,2010-12-16,358,Churned,18.0,540.45
17389,2011-12-09,0,Active,213.0,31833.680000000015
13310,2011-11-11,28,Active,72.0,1132.0300000000002
15550,2011-12-05,4,Active,61.0,575.63
16449,2011-05-26,197,Churned,40.0,707.6899999999998
16225,2011-10-26,44,Active,134.0,1096.32
15935,2011-04-14,239,Churned,12.0,416.8600000000001
12910,2011-11-16,23,Active,75.0,3075.0400000000013
13492,2011-07-26,136,Churned,50.0,1269.8400000000006
12592,2011-09-08,92,Churned,18.0,437.59999999999997
13972,2011-09-30,70,Active,15.0,190.25000000000009
15618,2011-11-07,32,Active,45.0,776.8510000000002
18126,2011-10-10,60,Active,56.0,206.83000000000007
16934,2011-10-16,54,Active,62.0,950.93
15158,2011-10-25,45,Active,7.0,401.4000000000001
16366,2011-11-21,18,Active,18.0,327.3
17232,2011-12-07,2,Active,36.0,421.5200000000001
17951,2011-10-31,39,Active,20.0,1008.5400000000003
14573,2011-06-13,179,Churned,235.0,1653.4200000000017
18219,2011-12-07,2,Active,114.0,2069.7700000000004
15973,2010-12-08,366,Churned,4.0,307.82
14037,2011-06-16,176,Churned,28.0,147.20000000000005
16923,2011-11-27,12,Active,672.0,7247.60999999998
14841,2011-10-17,53,Active,138.0,3295.7599999999993
17050,2011-09-04,96,Churned,316.0,3228.8399999999992
12584,2011-12-06,3,Active,96.0,2338.1499999999996
15632,2011-11-24,15,Active,167.0,3285.310000000001
14930,2011-08-23,108,Churned,128.0,2372.860000000001
18177,2011-11-08,31,Active,74.0,1341.4199999999994
18129,2011-04-10,243,Churned,14.0,112.55
12787,2011-11-30,9,Active,20.0,463.65999999999997
16018,2011-10-31,39,Active,28.0,408.90000000000003
12461,2011-09-06,94,Churned,35.0,826.8800000000001
14567,2011-10-14,56,Active,33.0,1530.3600000000006
13159,2011-12-01,8,Active,121.0,1437.8500000000006
17679,2011-10-18,52,Active,30.0,1992.1100000000006
13635,2011-10-03,67,Active,62.0,1071.0300000000002
14815,2011-11-03,36,Active,53.0,778.5
16881,2011-10-04,66,One-Time Customer,1.0,432.0
17957,2011-10-04,66,Active,31.0,111.67999999999998
14547,2011-12-06,3,Active,366.0,4007.539999999999
12617,2011-11-10,29,Active,42.0,355.5300000000002
18014,2011-11-11,28,Active,32.0,166.42000000000002
15070,2010-12-02,372,One-Time Customer,1.0,106.2
12600,2011-11-11,28,Active,64.0,2599.0400000000004
17320,2011-08-31,100,Churned,73.0,1200.6199999999997
17188,2011-11-28,11,Active,84.0,2474.23
13008,2011-01-20,323,Churned,14.0,229.47000000000003
16912,2011-11-11,28,Active,101.0,2575.380000000001
16757,2011-01-25,318,Churned,7.0,106.83
16612,2011-11-07,32,Active,66.0,1187.6599999999999
13012,2011-11-30,9,Active,89.0,1661.8400000000008
13501,2011-02-24,288,Churned,52.0,1340.3199999999997
15087,2011-03-03,281,Churned,15.0,306.94
13265,2011-10-17,53,Active,91.0,2107.6600000000008
12769,2011-04-15,238,Churned,32.0,1143.6000000000001
13572,2011-05-18,205,Churned,33.0,1384.25
12974,2011-05-26,197,Churned,8.0,144.8
16829,2011-07-06,156,Churned,11.0,197.22
12657,2011-11-28,11,Active,47.0,1643.18
16982,2011-10-10,60,Active,22.0,384.06
12713,2011-12-09,0,Active,38.0,848.5499999999998
16955,2011-06-08,184,Churned,25.0,518.67
12947,2011-07-19,143,Churned,97.0,1603.9900000000002
16638,2011-11-17,22,Active,94.0,1680.7199999999998
14030,2011-11-21,18,Active,243.0,2360.0899999999997
18176,2010-12-16,358,Churned,30.0,476.34999999999997
16686,2011-10-23,47,Active,585.0,3062.8299999999986
12489,2011-01-07,336,Churned,15.0,334.92999999999995
16655,2011-11-22,17,Active,261.0,3794.519999999997
16359,2011-12-02,7,Active,66.0,1750.9199999999994
12836,2011-10-11,59,Active,175.0,2612.8599999999988
14056,2011-12-08,1,Active,1106.0,8214.64999999998
17754,2011-12-09,0,Active,92.0,1772.259999999999
13647,2011-11-30,9,Active,79.0,1678.1200000000001
15976,2011-06-27,165,Churned,98.0,430.93999999999977
16117,2011-06-03,189,Churned,30.0,232.21
16880,2011-11-09,30,Active,178.0,1519.0800000000004
13115,2011-11-28,11,Active,120.0,2294.7800000000007
14305,2011-09-29,71,Active,105.0,1858.9599999999998
15639,2011-07-28,134,Churned,25.0,425.31999999999994
13075,2011-08-02,129,Churned,22.0,919.61
16430,2011-10-13,57,Active,6.0,300.85
15853,2011-10-19,51,Active,30.0,110.80000000000001
16177,2011-10-20,50,Active,15.0,331.95
17125,2011-10-20,50,Active,40.0,259.34999999999997
12374,2011-11-14,25,Active,33.0,742.9300000000001
15524,2011-11-15,24,One-Time Customer,1.0,440.0
17253,2011-11-21,18,Active,18.0,178.26
17772,2011-11-29,10,Active,53.0,182.76999999999998
14351,2011-06-28,164,One-Time Customer,1.0,51.0
15428,2011-11-24,15,Active,6.0,93.78
12431,2011-11-04,35,Active,235.0,6487.449999999999
14696,2011-12-05,4,Active,130.0,2078.95
17259,2011-07-14,148,Churned,124.0,603.3699999999998
17450,2011-12-01,8,Active,337.0,194550.79000000007
16950,2011-10-14,56,Active,42.0,1178.56
16558,2011-12-09,0,Active,460.0,8338.490000000013
17752,2010-12-15,359,One-Time Customer,1.0,80.64
13629,2011-11-16,23,Active,59.0,7792.36
15611,2011-11-30,9,Active,43.0,1591.4500000000003
17114,2011-12-04,5,Active,127.0,808.6199999999997
16850,2011-01-10,333,Churned,19.0,332.40999999999997
12527,2011-09-19,81,Active,18.0,348.71000000000004
17504,2011-05-17,206,Churned,127.0,2997.0300000000007
13396,2011-11-10,29,Active,43.0,1360.9899999999998
16156,2011-12-01,8,Active,130.0,3122.0400000000013
15133,2011-08-04,127,Churned,29.0,982.4199999999998
15675,2011-09-19,81,Active,21.0,323.69
14352,2011-07-05,157,Churned,47.0,1078.96
15016,2011-06-20,172,Churned,20.0,170.04
14327,2011-06-29,163,Churned,12.0,311.65000000000003
13925,2011-09-08,92,Churned,41.0,678.2499999999999
14079,2011-08-07,124,Churned,12.0,375.09999999999997
17070,2011-08-17,114,Churned,64.0,312.13999999999993
14452,2011-11-29,10,Active,62.0,264.44000000000005
18001,2011-11-27,12,Active,58.0,417.23
14908,2011-09-26,74,Active,9.0,277.79999999999995
12856,2011-12-02,7,Active,314.0,2179.9300000000007
13689,2011-10-07,63,Active,6.0,910.0
17244,2011-10-17,53,Active,31.0,954.8999999999997
12966,2011-11-30,9,Active,10.0,160.18
13777,2011-12-09,0,Active,197.0,25977.15999999998
17690,2011-11-09,30,Active,256.0,4757.950000000001
16996,2011-11-09,30,Active,37.0,1456.96
15841,2011-09-28,72,Active,47.0,1224.0600000000004
15626,2011-09-26,74,Active,49.0,675.8000000000001
17018,2011-10-30,40,Active,16.0,920.0999999999998
15809,2011-11-03,36,Active,35.0,515.7699999999999
15257,2011-03-01,283,Churned,7.0,317.15
13900,2011-06-09,183,Churned,43.0,740.9499999999997
18185,2011-04-04,249,Churned,17.0,304.25
18236,2011-11-10,29,Active,49.0,882.24
15117,2011-11-25,14,Active,79.0,1551.7800000000002
16298,2011-11-17,22,Active,27.0,598.1999999999998
12379,2011-09-19,81,Active,40.0,852.2399999999997
12722,2011-09-15,85,Active,53.0,997.6299999999999
15942,2011-07-29,133,Churned,14.0,337.43999999999994
14495,2011-10-20,50,Active,6.0,123.79999999999998
14335,2011-11-23,16,Active,63.0,468.26
15652,2011-09-09,91,Churned,21.0,337.74
15500,2011-12-01,8,Active,68.0,1131.5600000000004
16715,2011-09-22,78,Active,19.0,301.71999999999997
15762,2011-10-05,65,Active,37.0,583.75
16295,2011-11-30,9,Active,79.0,1328.5500000000004
14789,2011-11-11,28,Active,6.0,197.64000000000001
16203,2011-10-12,58,Active,35.0,592.9
17827,2011-12-04,5,Active,220.0,1995.4600000000012
15456,2011-03-01,283,Churned,60.0,447.2200000000001
18097,2011-12-02,7,Active,108.0,2697.7999999999997
14426,2011-11-16,23,Active,224.0,4481.670000000001
13110,2011-11-08,31,Active,145.0,1488.6700000000012
17083,2011-08-22,109,Churned,52.0,1405.7799999999995
14803,2011-06-30,162,Churned,44.0,845.5500000000002
15031,2011-12-05,4,Active,111.0,668.14
13340,2011-10-25,45,Active,134.0,10736.47999999999
14348,2011-03-24,260,Churned,18.0,409.57
17775,2011-03-30,254,Churned,3.0,56.4
15729,2011-05-11,212,Churned,5.0,85.0
12449,2011-11-17,22,Active,191.0,4067.2900000000013
13991,2011-11-27,12,Active,84.0,855.9699999999999
13228,2011-09-19,81,Active,2.0,358.0
12863,2011-10-18,52,Active,5.0,521.2
14911,2011-12-08,1,Active,5675.0,143825.05999999944
14589,2010-12-03,371,Churned,3.0,39.75
17591,2011-09-27,73,Active,166.0,2225.9700000000007
13984,2011-11-13,26,Active,16.0,920.5100000000001
16795,2010-12-09,365,Churned,66.0,414.88000000000005
13534,2011-12-07,2,Active,296.0,5870.080000000015
14472,2011-08-28,103,Churned,281.0,1936.8400000000013
14462,2011-10-04,66,Active,240.0,2004.0200000000004
16523,2011-12-08,1,Active,290.0,9418.470000000007
14431,2011-02-10,302,Churned,17.0,470.35999999999996
13799,2011-08-15,116,Churned,39.0,688.8600000000002
14645,2011-07-06,156,Churned,30.0,597.09
12792,2011-03-28,256,Churned,25.0,400.54
15265,2011-07-11,151,Churned,82.0,1506.1200000000001
14009,2011-05-25,198,Churned,42.0,695.6099999999999
17159,2011-11-18,21,Active,101.0,1538.88
12571,2011-10-31,39,Active,34.0,519.6099999999999
16902,2011-08-15,116,Churned,44.0,1706.88
16909,2011-09-28,72,Active,18.0,379.14000000000004
15066,2011-10-17,53,Active,42.0,893.59
15531,2011-12-01,8,Active,228.0,2007.4399999999994
17561,2011-11-20,19,Active,46.0,167.61999999999998
16106,2011-10-05,65,Active,6.0,108.38
17796,2011-10-30,40,Active,82.0,697.9000000000002
15262,2011-01-20,323,Churned,10.0,178.95000000000002
14371,2011-02-17,295,Churned,4.0,100.5
16072,2011-02-24,288,Churned,23.0,584.3199999999999
14890,2011-03-31,253,Churned,7.0,125.65
16696,2011-07-27,135,Churned,10.0,657.9
13740,2011-04-13,240,Churned,23.0,350.75
14262,2011-12-01,8,Active,143.0,2618.230000000001
14948,2011-11-16,23,Active,63.0,1101.9699999999996
15507,2011-06-21,171,Churned,46.0,492.35999999999996
15287,2011-11-17,22,Active,20.0,486.69
12723,2011-12-06,3,Active,69.0,725.0699999999998
17832,2011-10-21,49,Active,61.0,155.3700000000001
18123,2011-11-15,24,Active,36.0,589.4399999999999
15557,2011-11-11,28,Active,20.0,473.65
13521,2011-12-08,1,Active,436.0,1093.6500000000003
13153,2011-12-04,5,Active,15.0,486.22
16358,2011-12-08,1,Active,109.0,2027.499999999999
13576,2011-11-29,10,Active,126.0,6717.340000000001
16898,2011-11-13,26,Active,162.0,508.8099999999997
13140,2011-08-23,108,Churned,46.0,423.71999999999997
15384,2011-06-23,169,Churned,41.0,642.41
16875,2011-10-03,67,Active,112.0,2095.53
12356,2011-11-17,22,Active,59.0,2811.4300000000007
13901,2011-09-28,72,Active,149.0,2867.2
15885,2011-09-08,92,Churned,18.0,379.34999999999997
14470,2011-11-28,11,Active,43.0,461.19000000000005
13533,2011-06-10,182,Churned,76.0,270.79000000000013
18009,2011-04-18,235,Churned,32.0,257.34000000000003
15436,2011-11-27,12,Active,329.0,1122.5300000000007
16009,2011-11-17,22,Active,90.0,992.7099999999999
13109,2011-10-11,59,Active,47.0,786.5400000000001
16215,2011-09-20,80,Active,14.0,242.35000000000002
16101,2011-09-30,70,Active,76.0,1290.7
13587,2011-10-07,63,Active,8.0,712.4
18088,2011-10-09,61,Active,39.0,167.66999999999996
14975,2011-10-13,57,Active,11.0,279.94
15836,2011-10-20,50,Active,10.0,137.37
13828,2011-11-17,22,Active,15.0,209.49000000000004
15453,2011-12-08,1,Active,286.0,1388.370000000001
14344,2011-08-04,127,Churned,71.0,889.9300000000002
17223,2011-02-02,310,Churned,49.0,426.78999999999985
12735,2011-01-28,315,Churned,43.0,779.5699999999998
13233,2011-09-26,74,Active,43.0,605.1200000000001
15673,2011-09-12,88,Active,155.0,2881.0200000000013
18145,2011-11-27,12,Active,221.0,2861.5500000000006
16045,2011-08-12,119,Churned,83.0,1340.7000000000003
15397,2011-02-23,289,Churned,6.0,94.0
13971,2011-11-21,18,Active,149.0,2758.26
16804,2011-11-16,23,Active,60.0,536.99
16374,2011-10-04,66,Active,111.0,473.0299999999997
13863,2011-04-06,247,Churned,20.0,305.78000000000003
15119,2011-04-08,245,Churned,14.0,266.4
18079,2011-10-25,45,Active,127.0,3651.969999999997
15704,2011-07-22,140,Churned,117.0,2293.6199999999994
12548,2011-06-26,166,Churned,5.0,95.19999999999999
13850,2011-08-02,129,Churned,93.0,1595.4799999999996
17736,2011-11-30,9,Active,25.0,377.4399999999999
14566,2011-08-21,110,Churned,4.0,1432.0
15701,2011-12-07,2,Active,237.0,1542.14
16345,2011-10-26,44,Active,38.0,575.4100000000001
13323,2011-12-06,3,Active,21.0,787.85
13011,2010-12-02,372,Churned,3.0,50.550000000000004
13155,2011-11-06,33,Active,85.0,971.76
12441,2010-12-08,366,Churned,11.0,173.55
15514,2011-11-27,12,Active,178.0,4139.460000000002
12530,2011-10-11,59,Active,66.0,1662.2799999999993
15395,2011-01-18,325,Churned,7.0,107.45000000000002
